nm_item,nm_product
"CHOC LACTA 80G, SHOT, .",chocolate
BISC RECH NEST 103G NEGRESCO COB CHOC BCO,biscoito
FLOR GERBERA P14,plantas e sementes
LOMBO CANADENSE DEF SEARA kg,carne suina
SUCO DO BEM LIMONADA 1L,suco pronto
FILE MIGNON BOV EXTRA LIMPO RESF KG,carne bovina
ACHOC PO 3 CORACOES CHOCOLATTO 370g,achocolatado
MOLHO SALADA ROSE ARRIFANA 240ML,molho para salada
AZEITONA VDE MARIZA SACHET 200G,azeitona
REFR PO TANG 18GR TANGERINA,preparo para suco
GRANOLA MAE TERRA 800G TRAD,granola
LAVA ROUPA PO TIXAN PC 800G MACIEZ,lava roupas
BISCOITO POLVILHO DOCE CRFO 75G,biscoito
PANETT ALPINO NESTLE NAC 400G,panificacao natal
"BISC ADRIA WAF MOUSSE 100G, LIMAO",biscoito
MANTEIGA MARANGUAPE PT 200G,manteiga
LIMP PERF CASAFLOR 1LT LAVANDA PROV,multiuso
CAD TILIBRA UNIV CP/D 80F GOOD VIBES,caderno
PAO DE FORMA NUTRELLA CRAMBER QUI 350G,padaria e confeitaria industrializado
BISC SALG CLUB SOCIAL 141G PRESUNTO,biscoito
"SH JeJ 400ML BABY, REGULAR",shampoo infantil
"SACO LIXO DOVER ROLL EC AZ RL C/15, 100L",saco de lixo
MARGARINA SEARA CREMOSY CS 250G,margarina
ABS HIG INTIMUS GEL NOT SECA C/ABAS  C/8,absorvente
CANELA MOIDA CASAXA 50G,canela
SH ELSEVE ARGININA RESIST 200ML,shampoo
TALCO BARLA 80G,talco
"DROPS FRUITTELLA SWIRL 41G, CARAM, .",bala
CANETA BIC CRISTAL LV4PG3 AZUL,caneta
"DETERGENTE ATOL 2L, MACA",detergente
REF FANTA LARANJA 6X350ML,refrigerante
SALG BATATA PRINGLES 120G CHURRASCO,aperitivo
CB COSTELA JANELA KG PC,carne bovina
D.A.DOVE MEN CARE 150ML EUCALIPTO/ MENTA,desodorante
TORRADA FORTALEZA 284G INT LEVE  PAGUE-,torrada
RACAO WHISKAS FRANGO AO MOLHO SACHE 85G,alimento pet
REQUEIJAO CATUPIRY PT 200G  TRAD,requeijao
SABAO PEDRA MINUANO GLIC NEUTRO 180G,sabao em pedra
"IOG NAT DANONE 160G YOPRO, MORANGO",iogurte
CIGARRO KENT 20/200 SILVER KRE EG BRA ACCESS,cigarro
WHISKY ESC JOHNNIE WALK 750ML-GREEN LABEL,whisky
BISC WAFER ZERO LOWCUCAR LIMAO 115G,biscoito
MARGARINA PRIMOR 400GR FORNO FOGAO,margarina
G HIDROCLOROTIAZIDA 25MG C/ 30 COMP EMS,outro farma
KIWI GOLD KG,kiwi
MOLHO SALADA LIZA 234ML ROSE,molho para salada
CHAMPIGNON FATIADO BDJ 200G,outro congelado
FILEZINHO SASSAMI 1KG KG,carne de ave
VASO RENDA FRANCESA C08,plantas e sementes
CAFE TM 3C RITUAIS ORG 250G,cafe
CAPS CAFE ESPR SUPREMO 10X8G 3 COR,cafe
CALDO GALINHA KNORR 57g,caldo industrializado
RABO SUINO VACUO                AV    KG,carne suina
SALG GULAO TORTILLA QJO NACHO 300G,aperitivo
REFRESCO MID 20G PO ABACAXI,preparo para suco
DESINF TRIEX 2L TRANSP FLORES DA PRIM,desinfetante
AGUA COCO KERO-COCO TP-1L,agua de coco
CAMISETA FEMININA GUESS,camiseta
SUC LAR BVISTA 900ML  900ML,suco pronto
PULVERIZ.PLASUTIL DECORADO 580MLAV   1UN,borrifador/pulverizador
SALGAD EBICEN CEBOLA 60G,aperitivo
"SACO LIXO UNI AZUL C/30, 50L",saco de lixo
BATON TABLETE LEITE NAC 96G,chocolate
NISSIN HOT MEXICANO 85G,macarrao
BEB NUTR PESSEGO ADES 200ML,bebida de soja
FEIJAO VERMELHO CALDAO          PE   1KG,feijao
ALMONDEGA AURORA  500G,proteina congelada
G AC ACETILSALICILICO 100MG C/30  CP EMS,outro farma
PAO 100 INT G CAST NUTRELLA 450G,padaria e confeitaria industrializado
PANTUFA PPO TEX DINO VDE,pantufa
MASCARA DESCART NOBRE ATOXIC C/F C50,mascara de protecao
SALAME SNACK SEARA GOURMET 26GR,salame
MAC INST NISSIN 500G YAKISSOBA TRAD,macarrao
MOP LIMPA VIDROS LRANJA UNICO,outro utensilio de limpeza
POTE MULTIUSO RET TRANSLUCIDO 2L,recipientes
CR QJO M/FRESCAL TIROLEZ 200G TRAD,queijo
CAFE VACUO FORT 500G,cafe
SPIDUFEN DAMASCO 600MGX10 ENV ZAMBON,outro farma
"FORMULA INFANTIL 1,2KG NESTOGENO 2",formula lactea
TABLET HERSHEYS SPECIAL DARK 80 85G,chocolate
CAMARAO DESC IQF C 400G,fruto do mar
TEMPERO ALHO SAL ARISCO 300g,tempero pronto
SOB CREAMY BATAVIA CHOC 180G,iogurte
REFRIG GUARANA ANTARCTICA PET 3L,refrigerante
CHOC SNICKERS 42G ED LTDA MARACJ,chocolate
VINHO CHI COUSINO D LUIS MERLOT 750ML,vinho importado
SUCO DE UVA MENA KAO ORGANICO 1 LT,suco pronto
DANETTE CHOC BRANCO BAND 540G,iogurte
GEL DENT INF COLGATE TANDY TUTTI FRU 50g,creme dental infantil
DET LIQ LIMPOL MACA 500ML,detergente
EXTRATO SOJA GERMINA 400G,proteina vegetal
ACUC GLACUCAR UNIAO 500G,acucar
CAFE PO 3CORACOES GOURMET 250G DARK ROAST,cafe
OREGANO KININO CHILENO PCT 10G,oregano
"DETERGENTE LIQ LISA 2L, NEUTRO",detergente
"AMAC ROUP CONC BABY SOFT 1,5L PUREZA DELIC",amaciante
PAPEL HIG LA VIE BLANC FD NEU 30M L16P15,papel higienico
OVINHOS WITORS RECHE LEITE 250GR,ovo de pascoa
SABAO PASTA ZUPP 500g,sabao em pasta
TORRADA MARILAN MAG.TOAST LIGHT 144,torrada
J BEEF DIAN FRIB 400 400G,carne bovina
DES AERO SUAVE INV. 200ML (F) T.ECON,desodorante
FARINHA TRIGO ESPECIAL SENHORITA 1Kg,farinha de trigo
SAB JOHNSONS BABY 80G GLICERIN,sabonete infantil
MAC N CHESSE SADIA TRAD 350G,macarrao
ARROZ MIGRA ARBOREO TP1 PCT 1KG,arroz
BISC MARILAN DIST.CHOCOLATE 320G,biscoito
BISC WAFER BAUDUC 140G MORANGO,biscoito
POPCORN COB CARAMELO 160G,milho
CARPACCIO BOVINO SWIFT 200G,carne bovina
BATATA MEGA CHIPS BATATISSIMA 200G GOURMET,aperitivo
AGUA SANITARIA TUBARAO 1L,agua sanitaria
MASSA ROSANE CASEIRA NINHO SEMO.PE 500GR,macarrao
PAPEL HIG MAX PURE F.D NEUT 30M L12P11,papel higienico
ACHOC PO NESCAU SACHE 550G,achocolatado
FACA TRAMONTINA CHURRASCO INOX 4 LEME PT,outro utensilio de cozinha
GELEIA MOCOTO ARISCO NATURAL    TP 220GR,geleia de mocoto
PRATO DESC COPOBRAS FDO BCO 23cm C/10,prato descartavel
COLHER TRAM CHA IPANEMA PT      AV   1UN,talher
TOMATE CUBO SAN FREDIANO LT 400G,polpa de tomate
VINHO TELMO MALBEC 750ML,vinho importado
OVO LAKA OREO 300G,ovo de pascoa
DOCE LEITE SENSACAO MINAS 400G-PT PASTOSO,outro doce
PAO PANEVITA HAMB 400G,padaria e confeitaria industrializado
SANDUICHE T HORA FGO/MILHO/CEN UN,prato pronto
CARNE BOV COSTELA DO CHEF KG,carne bovina
FR BABYEBAB MEG P60 AMAREL 60 UN,fralda
"DESOD REXONA AER 150ml, W INVIS",desodorante
DEO AERO REXONA MEN 200ML,desodorante
CERV CABARE LT 350ML,cerveja
CERV SKOL PURO MALTE C/ 15 269ML,cerveja
PREND ROUPA PLAST PARANA 12UN EMBOR,prendedor de roupa
ALHO GBARBOSA PICADO 200G,alho processado
PRESERVATIVO OLLA ICE C3,preservativo
PAO ALHO MARSALA TRADICIONAL 450G,padaria e confeitaria industrializado
BEB ACHOC JUSSARA 1L,achocolatado
MAC G.DUR BARILLA 500G M.LONG SPAG 3,macarrao
MOLHO POMAROLA TRADICIONAL TP 520G,molho de tomate
ACEM BOV TOP QUALITY C/OSSO (PED)(P)  KG,carne bovina
CHARQUE VILHETO 500G-VC BOV DIANT,charque e carne seca
SALADA 5 FOLHAS MAURO 150G,prato pronto
"INSET SBP 300ML AERO GTS 150ML, INSETIC",inseticida
BISC WAF MORANGO VITARE 35G,biscoito
BOLACHA QUADRADA DO SERTAO 250G,biscoito
CREME NUTELLA AVELA/CACAU VD 350G,creme de avela
CR CAPILAR ORIGEM PT 1KG RECONST/LISO EX,creme de tratamento
CERV EISENBAHN PILSEN LT 269ML,cerveja
TENIS FEM SINT BC 34 AO 39 V23,_RARE_
DROPS HALLS 28GR MELANCIA,bala
BEB ISOTON GATORADE GF 50 FRUTA CITR,isotonico
FLUTUADOR MOR SPAGUETTI 160X6.5,acessorio de piscina
AGRIAO UNID,agriao
PRES MAGRO FT LEB KG  KG,presunto
MARG DORIANA LIGHT SS 500G,margarina
SABONETE DOVE C/6 90G ERVA DOCE/CAMOMILA,sabonete
BEB LACTEA FRUTILAC 360G MORANGO,bebida lactea
MARSHMALLOW MAX DOCILE 250G-PC TUBO TORCAO,bala
ESCOVA CONDOR LAVA ROUPA PLAS D MAO,escova de limpeza
MOSTARDA HEMMER 200g,mostarda
PO DESC. DOURA PELOS SUNLESS 20G,tintura e descolorante
SUCO DEL VALLE MANGA 1L,suco pronto
BALA GELATINA AROS MORANGO FINI 100G,bala
"LAVA ROUP PO YPE 2,4KG SC POWER ACT",lava roupas
ABOBORA SECA CORTE               KG,abobora
LING SADIA MISTA FININHA DEF 240g,linguica
ALIM CAES PEDIGREE DENTASTIX R.MED 77G,alimento pet
LASANHA PRES/QJ REZENDE 600G,lasanha congelada
REQ CREM LIGHT BETANIA 200G,requeijao
CEBOLINHA LETTUCE MC,cebolinha
MC ROSA VARIADA 040,plantas e sementes
BISC MABEL 400G  COCO,biscoito
LIMP COZ DESENG VEJA LIMAO RF 500ml,desengordurante
"SUCO DEL VALLE 1,5L UVA INTEGRAL",suco pronto
BEBIDA LAC.BATAVO P.ZERO MOR.   GF 170GR,bebida lactea
PIMENTAO VERMELHO REI 150G,pimentao
CONFEITO BIBS 40GR AMENDOIM,chocolate
PAPEL HIG FAMILIAR SUPREME F.D 20M C/12,papel higienico
CHOC M AMARG TALENTO AMEND GAROTO 85G,chocolate
G CL DONEPEZILA 10MG C 30 COMP PSICO EMS,outro farma
BISC F B BAUN ZEZE LRJA 180G,biscoito
CEBOLA BENASSI 2KG,cebola
INSET ULTRA SBP AERO 360ML,inseticida
OVO GD BC C 20 20UN,ovo
"SABONETE INF POM POM 80g, GLICERINADO",sabonete infantil
AZEITONA V FERTIL VDE FAT SC 120G,azeitona
SORV PICOLE HAAGEN DAZS VANILA CA AL 70G,picole
MAIONESE GOURMET 500G,maionese
"NUGGETS SADIA 300G, QJO",empanado congelado
TV 43 SAMS T5300 FHD PRETO 1 UN,televisao
EXTRATO TOMATE EXTRATOMATO TP 370G,extrato de tomate
CERV DUPLO MALTE BRAHMA LN 330ML,cerveja
DESOD REXONA AER ACTIVE C/2 89g L P-,desodorante
CJ POTES PLASTICO CRFH 3P 750ML HO181514,recipientes
SAB INT LIQ PROTEX DELICATE CARE 200ML,sabonete liquido
BEB ENERG RED BULL TROPICAL EDITION 250ml,energetico
DETERGENTE LIQUIDO CLEAR YPE 5L,detergente
LIMP MULTIUSO UAU CLAREADOR 500ml,multiuso
BOBINA PLASTICA CRF 3L,saco para alimento
DESOD AER REXONA MEN 200ML INVISI,desodorante
"VINAGRE BELMONT 750ML AGRIN, BCO",vinagre
"AG S.LOUR CG 1,26L",agua
SAND BAGUETE SL120G MISTO,prato pronto
DES AERO MONANGE 90G FL LAVANDA,desodorante
SAB PROTEX BABY PROTECAO DELIC,sabonete infantil
AGUA SANIT QBOA 5L-GL,agua sanitaria
KIT 2 MEIAS FEM INV CR09 001 PTO,meia
ENFAGROW 800G,formula lactea
LAMP LED OUROLUX BCA BIVOLT 15W UN,lampada
PICANHA BOVINA PECA A VACUO,carne bovina
PAO INTEGRAL PULLMAN LIGHT 350g,padaria e confeitaria industrializado
CHOC TAB AO LEITE LACTA PC 34G,chocolate
VELA N8 AZ  KIREY,vela
LEITE RICO 1L TIPO A INT,leite
MASSA PASTEL LA NONNA ROLO PC 2KG GOURMET,massa fresca
IOGURTE MIX GRANOLA CASTANHA 140G,iogurte
LAVA ROUPA GIRANDO SOL FR 2L GLICERINA,lava roupas
BEB LAC VIGOR PROTEIN 250ML-TP CHOC,bebida lactea
SALG. VITAO INT.QUEIJO          PE  60GR,aperitivo
COMP LACTEO NINHO FORTI SC 750G GTS10,formula lactea
MANTEIGA/MARG MANTEMIX SAB DA SERRA 500G,manteiga
MEL BALDONI HOLANDA BISN 500G,mel
IOG ACTIVIA AMEIXA ZERO LACT 800G,iogurte
REFRIG COCA COLA 3L PET,refrigerante
CNSALGADINHOS APERITIVOS PC 50G,padaria e confeitaria industrializado
CANJICA BCA MARPA 500G,canjica
TAB CHOC DIPLOMATA 90G,chocolate
CR VEG QUALY VITA 250G-PT S/SAL,margarina
PRATO FUNDO COPOMAIS,prato
SAB EVEN LAVAND ROXO 85G,sabonete
GEL HIGIENIZ MAO COPERALCOOL 400G,gel antisseptico para maos
VHO TTO CHI CON Y TORO RSVD MERLOT 750ML,vinho importado
FILT PAPEL 102 3 CORACOES C30 UN,coador
LAVA ROUPA PO SURF 5EM1 CUID COCO 800G,lava roupas
FILE PEITO PIONEIRO ZIP 1Kg,carne de ave
SORVETE NESTLE 1.5L TRADICIONAL CREME,sorvete
SABONETE LIQ PROTEX REFIL ERVA DOCE,sabonete liquido
CR LEITE STA CLARA LIGHT PT 200g,creme de leite
KIT SKALA SH COND 325ML AMIDO DE MILHO,kit para cabelos
BISC APERITIVO PIRAQUE PAO DE ALHO 90G,biscoito
VIN NAC ARROIO 1L TTO SUAVE,vinho nacional
FLANELA FLANEX LIMPPANO C3,pano para limpeza
REFRESCO TANG 18G LARANJA DOCE,preparo para suco
SAB BARRA ANTIBAC PROTEX CARVAO 85G,sabonete
PRES S/CAP F FRIM KG,presunto
CEREAL BARRA KOBBER 60G CLASS BANANA MEL,barra alimentar
CHIPA QUEIJO GBARBOSA TRADICIONAL 300g,padaria e confeitaria industrializado
LOMBO INNAT SADIA KG,carne suina
IOG GREGO BATAVO PT 100G MORANGO,iogurte
SANITIZA BRILHANTE PO L TOT 1.6KG GT200,lava roupas
SALAMINHO SEARA KG,salame
PURIF. GLADE GEL CITRUS        .PT  70GR,aromatizador
SILICONE GEL BUCAS FRASNAGA LAVANDA 200G,silicone de vedacao
COUVE CAMPO ALEGRE 200G PICADA,couve
COUSCOUS ITA DIVELLA           500G,floco de milho
MINI TOMATE GRAPE 30 300G,tomate
COUVE FLOR KG,couve
IOG PENSE ZERO AMEIXA 1150G,iogurte
SAB PHEBO 90G GLICD PATCHOULY,sabonete
BISC PAULI AMANTEIGADOS         PCT 270G,biscoito
ACHOC NESCAU 2.0 400G,achocolatado
REF Z/ACUC MAGRO 8G TANGERINA,preparo para suco
AGUA MIN FONTE DA LOMBA S/G 5L,agua
EXTRATO TOMATE QUERO SC 340G,extrato de tomate
REFRESCO PO LARANJA,preparo para suco
ALIM GATOS WHISKAS CARNE LT 290G,alimento pet
DOCE BANANINHA CREM FAMOSO 30G S/ ADIC ACUC,bananada
FAR LACTEA NESTLE 360GR TRAD,formula lactea
FARINHA MAND BRASILIA BRANCA 1Kg,farinha de mandioca
SACO FREEZER ROLL 3L 3X100UN,saco para alimento
NECTAR MACA MAGUARY 1L,suco pronto
REQUEIJAO CANTO MINAS PT 420G LIGHT,requeijao
CR LEITE NILZA 200G,creme de leite
AVEIA FLOC NTLE 28X 170G,aveia e seus derivados
BALA GELAT DOCILE 15G CANUDINHO COLOR MOR CITR,bala
QA LA DE ACO QUALITA C/8 60G,palha de aco
CAPS CERRADO MIN 3C 80G,cafe
IOGURTE VIGOR GREGO BLUEBERRY   PT 100GR,iogurte
EMBUT LOMBO COZ SEARA LEVISSIMO PC KG,carne suina
IOG GREGO P ZERO BATAVO MORANGO 100G,iogurte
CHOC BCO GAROTO TALENTO DC LEITE 85G,chocolate
OVO CHOC LACTA FAVORITOS 560G,ovo de pascoa
LINGUICA AURORA CALABRES GRANEL KG,linguica
BISTECA ATP RESF KG,carne suina
CERVEJA IMPERIO 275ML LAGER PURO MALTE,cerveja
CHOC NESTLE MOCA BRIGADEIRO       BR 90G,chocolate
OVO GRD VERM KATAY OMEGA SELEN VIT C 10,ovo
COCO RALADO MAIS COCO 50G,derivados do coco seco
QUEIJO RAL PORTO ALEGRE 50G-PC PARMESAO,queijo
SABONETE PROTEX LV6 PG5 85G LIMP P ORIGINAL,sabonete
COMINHO CONDIMENTADO REAL 50G,outro condimento
TOMATE ITALIANO CHEFINHO 600G,tomate
BISCOITO BONO 3X100G NESTLE,biscoito
SAB J J BABY 80G,sabonete infantil
CREME NIELY GOLD RECONST.POT P/PENT 250g,creme para pentear
GELEIA FRUTAS VERM HOMEMADE 320G,geleia
CURRY KITANO 50G,curry
BISC MARILAN MAIZENA MINI 30g,biscoito
PAPEL HIG NEUTRO MAX PURE C16 30M,papel higienico
"AMACIANTE DOWNY 1L, BRISA VERAO",amaciante
"GEL DENT CLOSE UP 90G, FREEZE EUCALIPTO",creme dental
PROT D DAILY S/PERF L48P40 UN,absorvente
OVOS AUREA VERM CX C/18,ovo
"AG SG STA RITA  1,5L",agua
CAFE CAP 3CORACOES NESPRE INTE 50G 10UNI,cafe
REFRIG COCA COLA 600ML,refrigerante
COLA BRANCA BIC 90G,cola
ESPINAFRE HIDROPONICO BLUMENAU  PE   1UN,espinafre
CESTA SUPREME BISC AVEIA MEL 100G,produto sazonal
BEB LAC FERM ELEGE SALADA FRUTAS 1.250G,bebida lactea
COMPOSTO LACTEO LEITEFORT C/GOR VEG 350g,formula lactea
PRATO PLAST FACILITA N21 C 10,prato descartavel
AMIDO MILHO KININO PCT 1KG,amido de milho
PACOCA ROLHA POTE AMAREL 1KG,pacoca
REFRIG BIOLEVE ZERO 1 5L  MACA VERDE,refrigerante
MORTADELA DEF SADIA 180G,mortadela
CERV AMSTEL ULTRA 275ML,cerveja
COUVE HIDROPONICA VALE VERDE UN,couve flor
FILE TILAPIA CONG SPECIAL SQ CRFO 250G,peixe
LIMP M USO VEJA CAMPESTRE 500ML 10 DESC,multiuso
G CLOR MINOCICLINA 100MG C/30 RANBAXY,outro farma
COUVE MANTEIGA AGNUS UN,couve
PAO PAULO VOSS 400GR FUBA,padaria e confeitaria industrializado
BACALHAU COD PORTO IMPERIAL KG,peixe
CHOC WAFER KIT KAT 185.6G CELEBREAK SORT,chocolate
REFRIG SCHWEPPES 220ML GINGER ALE,refrigerante
MOLHO POMAROLA CASEIRO PC MANJERICAO,molho de tomate
TIRA FERRUGEM SEMORIN       305 FC  50ML,outro produto de limpeza domestica
PIZZA SL 400G PEPPERONI,padaria e confeitaria fresca
SUCO NATURAL ONE INT UVA MACA 900ML,suco pronto
QJ MUS SANT CLARA FT 150G,queijo
G GLICLAZIDA 60MG C 60 COMP EMS,outro farma
CHOC TAB M AMARGO HERSHEYS 92G,chocolate
EMP FGO T.MONICA CHIKENITOS 300G TRADICIONAL,petisco e salgadinho congelado
MOLHO ELEGE MADEIRA 200GR,outro molho
BISC FORTALEZA C CRACKER 400G,biscoito
SUCO NATURAL ONE ESP BLEND LARANJA 300ML,suco pronto
ACAI BAN CONF 180ML 180ML,acai
"LAVA ROUPA TIXAN L1,6KG P1,520KG MACIEZ",lava roupas
IOG DANONE 1350G-GF COCO,iogurte
"IOG FRIMESA 1L, AMEIXA, .",iogurte
CONJUNTO 6 COPOS PAVO 380ML,copo
BATATA FRITA LAYS 153G-PC CLASSICA,aperitivo
ROSQ MABEL LEITE 350 350G,biscoito
BANDEJA FRIOS QUEIJOS FINOS SAO LUIZ KG,queijo
CIGARRO BLACK MENTHOL C/10,cigarro
REFRIG FANTA LARANJA 600ML,refrigerante
INSET AER SBP ULTRA C/BARREIRA PROT 360M,inseticida
BISC ZEZE 400GR AGUA/SAL,biscoito
DONUT DC DE LEITE 70G 70G,outro doce
VELA LUZ DA VIDA LITURG 7 DIAS BCA 57MM,vela
MORANGA CABOTIA NUM INSTANTE CUBOS 500g,vegetal higienizado e processado
SAB LIQ LUX BOTANICALS 250ML-FR ORQUIDEA NEGRA,sabonete
ST.A.BACT.REXONA 84G ALOE,sabonete
MAIONESE HEMMER 0  AMIDO/GLUT/LACTO 290G,maionese
POLPA TOMATE CICA POMODORO TP 520G,polpa de tomate
TORCIDA CEBOLA  100G,aperitivo
SACOLA PLASTICA VALFILM CZ RJ 40X50CM,sacola descartavel
VELA ALEGeFESTA CHAMA ESTRELAR C/2,vela
ESPAGUETE OVOS S AMALIA 500G  N8,macarrao
DESOD FREECO 60ML ORIGINAL,desodorante
MOLHO PRONTO MARATA DOGAO 340G/ REF,molho de tomate
LIXA MASSA/MAD 3M P120 230U  225X275,lixa profissional
BATATA PRINGLES QUEIJO 109G,aperitivo
GEL DENTAL TANDY MORANGO             50G,creme dental infantil
MARG.QUALY VITA 500G S/SAL,margarina
GARRAFA SUBLIMAR 900ML DIV,garrafa termica
BATATA PAL 2KG CONF  2KG,aperitivo
GALETO COM FAROFA UNI,prato pronto
PAO FORMA 100 INTEG WICKBOLD 400G -PC GIRASSOL,padaria e confeitaria industrializado
UVA ISABEL BDJ 400g,uva
TOM ITALIANO COLOR 600G TREBESCHI,tomate
ALFACE AMERIC FELICIO MC,alface
TOA UMED SNOW BABY PREMIU 80UN,lenco umedecido
CR D SORRISO 70G TR LIMP COMP,creme dental
POSTA CACAO CG 600G 600G,peixe
SHAMPOO CLEAR A/CASPA MAX FRES 200ML,shampoo
CLORO SANTA CLARA 5L-FR,outro produto de limpeza domestica
BISC COOKIES MARILAN PC 80 CHOCOLATE,biscoito
DEPAKOTE 250MG C/30 COMPR. PSICO ABBOTT,outro farma
PEDRA SANIT Q ODOR JASMIM C/1,pedra sanitaria
QJ PROC.CHEDDAR PRESIDENT 120G,queijo
DONUT MORANGO UND,padaria e confeitaria fresca
ABS INT SUPER PROCOMFORT C8,absorvente
MOLHO TOM POMAROLA RECEITAS 300G BOLONH,molho de tomate
CR PENT SEDA JUNTINHO CRESPOS 300ML,creme para pentear
BOLO MANDIOCA KG,padaria e confeitaria fresca
BIFE COPA LOMBO SUINA SEARA RSV RES(P)KG,carne suina
GRANOLA GERMINA PC 250G TRAD,granola
SUCO FUN ZERO LIFE MIX KIDS UVA TP 200ML,suco pronto
LINGUICA RETA SEARA PESO,linguica
LEITE COND MOCA 260G TP SEMIDESN,leite condensado
KIT SEDA SH CO 325ML PR ESP CACHOS DEFINID,kit para cabelos
LOMBO SALMAO S PELE EP Kg,peixe
GIN TONIC GORDONS 269ML LT PREMIUM DRY,gin
FILEZINHO FGO SADIA APER S/TEMP 1KG CONG,carne de ave
SUCO CASA BENTO UVA NATURAL 1L,suco pronto
RACAO PURINA DOG C ADULTO 1KG RC PEQ,alimento pet
AMIDO MILHO KIMIMO CX 500G,amido de milho
"BEB DEL VALLE FRESH 1,5L- PET LAR",suco pronto
ARROZ SEARA 300GR COM LINGUICA,linguica
BEB.MISTA AVENTUREIROS MARACUJA TP 200ML,suco pronto
HAMB MISTO PERDIGAO 672G,hamburguer congelado
ABS ALWAYS NOTURNO SECA 8UN,absorvente
PACK 6SAB PROTEX BAL BALANC 510G,sabonete
SUCO INTG MACA E UVA 1L,suco pronto
"AMACIANTE DOWNY 1L, LIRIOS DO CAMPO",amaciante
MORTADELA AURORA SUINA RESF 400G,mortadela
BISC DOCE ORG INT TRIBOS COCO 130G,biscoito
OVO GD BC BDJ 18 CARNAU 18UN,ovo
SALG. YOKITOS CEBOLA ANEL       PE  108G,aperitivo
CHA MATTE LEAO LIMAO PET 450ML,cha pronto
CERV BRASIL EISENBAHN WEISS 355ML,cerveja
HORTELA HORTIFOLHAS MH,hortela
VELA YARA 7 DIAS BCA,vela
IOGURTE DANONE YOPRO CAFE       GF 250GR,iogurte
KIT 3 MEIAS BRANCAS FEM ROTOOK,meia
ABS INTIMUS GEL NOTURNO SC C/A C/30 LMPM,absorvente
ESC DENT JOHNSONS TEK MC,escova de dentes
ESC DENT INF ORAL B MICKEY 2UN,escova de dentes
DT LIMPOL JABUT 500 ROXO 500ML,detergente
AG SG DA PEDRA 5L 5L,agua
SH DOVE HIDRAT INTEN AZUL 200ML,shampoo
VHO TTO CHI MISIONES RENGO MERLOT 750ML,vinho importado
"SABONETE BIOFLEUR REF 450ml, OLEO ARGAN",sabonete liquido
TORTILHA FRONTERA 125G-PC PICANTE,aperitivo
LAVA ROUPA PO BRILHANTE ANTIB PCT 400g,lava roupas
ALIM GATOS FRISKIES 85G SALMAO,alimento pet
REFRI LARAN WIMI  600ML,refrigerante
CUPIM BOV PC VACUO KG,carne bovina
"OLMESART HIDROC EURO 40 12,5MG C/30 (G)",outro farma
CERVEJA BRAHMA CHOPP LT 269ML,cerveja
AG MIN BONAFONT S/G 8X1.5L,agua
FREDDO RUBY DI BOSCO 500ML,sorvete
"COB CHOC TOP HARALD 1,050 KG. AO LEITE",cobertura pronta
SABONETE LIQ REF JOHNSON CABECA PES,sabonete liquido
MANT AVIACAO S SAL 200G,manteiga
CAMARAO CTV INATURA KG,fruto do mar
FLEBON 50MG C 60 COMPRIMIDOS FARMOQUIMIC,outro farma
REQ CREM BATAVO 200G,requeijao
BALDE ABOBORA HALLOWEEN 650GR,produto sazonal
LAVA ROUPA LIQUIDO AQUAFAST 2L BABY,lava roupas
REFRIG COCA COLA ZERO ACUCAR GF 250ML,refrigerante
CERVEJA COLORADO INDICA C8 350ML,cerveja
CAFE BOM JESUS 500G VAC,cafe
"BALA BUBBALOO 75g, PAT MOR",bala
GUARD QUICK 29.5X19CM C/50,guardanapo
CATCHUP HEINZ 397G PICLES,ketchup
MISTURA P/BOLO ITALAC CENOURA 400g,preparo para bolo
PEIXE POLACA ALASKA BACALANOR 500G DESF,peixe
BISC SALG DELICIOSO PANCO 500G,biscoito
DESOD AERO REXONA MEN V8 2UN 150ML,desodorante
PAO QJO TRAD ASSAD CONG FORNO MINAS 240G,massa de pao de queijo
MARGARINA QUALY ZERO LACTOSE C/SAL 250G,margarina
CR QJ MINAS FRESCAL TIROLEZ 200G,queijo cremoso
FLUCONAZOL 150MG CIMED GEN           2CP,outro farma
REFRIG SPRITE S/ACUC 2L-PET,refrigerante
WAFER TRENTO MASSIMO NUTS 30G,biscoito
ABC SPRAY 30ML HERTZ,outro farma
BEBIDA ADES ORIGINAL ZERO       TP   1LT,bebida de soja
PANO AZUL PERFEX AZUL 5UN,pano para limpeza
DESOD AER DOVE 89G MEN CARE INVISIB DR,desodorante
CREME DEN. SENSODYNE REPePRO    TB 100GR,creme dental
APAR BARB PRESTOB 3 LV4 PG3 SENSITIVE,aparelho de barbear e depilatorio
MISTURA LACTEA CONDENSADA MOCOCA 39,leite condensado
NOZ MOSCADA PO SIAMAR 30G,outro condimento
ACHOC PO TODDY 750G ORIG,achocolatado
CAFE NESCAFE D GUSTO C/16 MOC CANEL 275G,cafe
BOMB ARCOR BON O BOM 15G-UN BRIGADEIRO,bombom
MOELA FRANGO SADIA CONG BDJ 1Kg,carne de ave
LIMP DESTAC LAMINADOS           FR 750ML,produto de limpeza de piso
"CAFE NESCAFE SOLUVEL SACHET 50G, MAT",cafe
SALG. PALITO STIKSY SAL         PE  120G,aperitivo
DOCE MARRON GLACE FAT KG,outro doce
LEITE FERM ACTIVIA AMEIXA      GFA 1250G,iogurte
